path,type,parent_directory,size
D:\PycharmProjects\.idea,directory,D:\PycharmProjects,3047
D:\PycharmProjects\homeworks,directory,D:\PycharmProjects,1669693
D:\PycharmProjects\rename_files,directory,D:\PycharmProjects,138
D:\PycharmProjects\seminar_files,directory,D:\PycharmProjects,5689
D:\PycharmProjects\source,directory,D:\PycharmProjects,41909
D:\PycharmProjects\venv,directory,D:\PycharmProjects,460
D:\PycharmProjects\__pycache__,directory,D:\PycharmProjects,9227
D:\PycharmProjects\.idea\discord.xml,file,D:\PycharmProjects\.idea,228
D:\PycharmProjects\.idea\misc.xml,file,D:\PycharmProjects\.idea,207
D:\PycharmProjects\.idea\workspace.xml,file,D:\PycharmProjects\.idea,2612
D:\PycharmProjects\.idea\codeStyles,directory,D:\PycharmProjects\.idea,153
D:\PycharmProjects\.idea\inspectionProfiles,directory,D:\PycharmProjects\.idea,174
D:\PycharmProjects\.idea\codeStyles\codeStyleConfig.xml,file,D:\PycharmProjects\.idea\codeStyles,153
D:\PycharmProjects\.idea\inspectionProfiles\profiles_settings.xml,file,D:\PycharmProjects\.idea\inspectionProfiles,174
D:\PycharmProjects\homeworks\chess.py,file,D:\PycharmProjects\homeworks,1042
D:\PycharmProjects\homeworks\functions.py,file,D:\PycharmProjects\homeworks,2939
D:\PycharmProjects\homeworks\homework.py,file,D:\PycharmProjects\homeworks,3042
D:\PycharmProjects\homeworks\homework_7.py,file,D:\PycharmProjects\homeworks,3628
D:\PycharmProjects\homeworks\homework_collections.py,file,D:\PycharmProjects\homeworks,4971
D:\PycharmProjects\homeworks\iterators.py,file,D:\PycharmProjects\homeworks,2898
D:\PycharmProjects\homeworks\result.csv,file,D:\PycharmProjects\homeworks,492630
D:\PycharmProjects\homeworks\result.json,file,D:\PycharmProjects\homeworks,803014
D:\PycharmProjects\homeworks\result.pkl,file,D:\PycharmProjects\homeworks,350324
D:\PycharmProjects\homeworks\serialization.py,file,D:\PycharmProjects\homeworks,3552
D:\PycharmProjects\homeworks\simple_data_types.py,file,D:\PycharmProjects\homeworks,1586
D:\PycharmProjects\homeworks\__init__.py,file,D:\PycharmProjects\homeworks,67
D:\PycharmProjects\rename_files\result_name01.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name02.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name03.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name04.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name05.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name06.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name07.ipynb,file,D:\PycharmProjects\rename_files,0
D:\PycharmProjects\rename_files\result_name08.ipynb,file,D:\PycharmProjects\rename_files,69
D:\PycharmProjects\rename_files\__init__.py,file,D:\PycharmProjects\rename_files,69
D:\PycharmProjects\seminar_files\name_and_product.py,file,D:\PycharmProjects\seminar_files,1996
D:\PycharmProjects\seminar_files\name_filling.py,file,D:\PycharmProjects\seminar_files,898
D:\PycharmProjects\seminar_files\number_filling.py,file,D:\PycharmProjects\seminar_files,748
D:\PycharmProjects\seminar_files\specified_extensions.py,file,D:\PycharmProjects\seminar_files,1980
D:\PycharmProjects\seminar_files\__init__.py,file,D:\PycharmProjects\seminar_files,67
D:\PycharmProjects\seminar_files\__pycache__,directory,D:\PycharmProjects\seminar_files,7539
D:\PycharmProjects\seminar_files\__pycache__\name_and_product.cpython-311.pyc,file,D:\PycharmProjects\seminar_files\__pycache__,2877
D:\PycharmProjects\seminar_files\__pycache__\name_filling.cpython-311.pyc,file,D:\PycharmProjects\seminar_files\__pycache__,1243
D:\PycharmProjects\seminar_files\__pycache__\number_filling.cpython-311.pyc,file,D:\PycharmProjects\seminar_files\__pycache__,957
D:\PycharmProjects\seminar_files\__pycache__\specified_extensions.cpython-311.pyc,file,D:\PycharmProjects\seminar_files\__pycache__,2309
D:\PycharmProjects\seminar_files\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\seminar_files\__pycache__,153
D:\PycharmProjects\source\lessons.py,file,D:\PycharmProjects\source,24945
D:\PycharmProjects\source\main.py,file,D:\PycharmProjects\source,3798
D:\PycharmProjects\source\module_1.py,file,D:\PycharmProjects\source,1868
D:\PycharmProjects\source\results.json,file,D:\PycharmProjects\source,5410
D:\PycharmProjects\source\seminar_files_file_sys.py,file,D:\PycharmProjects\source,5756
D:\PycharmProjects\source\users.json,file,D:\PycharmProjects\source,132
D:\PycharmProjects\venv\.gitignore,file,D:\PycharmProjects\venv,42
D:\PycharmProjects\venv\pyvenv.cfg,file,D:\PycharmProjects\venv,418
D:\PycharmProjects\venv\Lib,directory,D:\PycharmProjects\venv,0
D:\PycharmProjects\venv\Scripts,directory,D:\PycharmProjects\venv,1621353
D:\PycharmProjects\venv\Lib\site-packages,directory,D:\PycharmProjects\venv\Lib,5939
D:\PycharmProjects\venv\Lib\site-packages\distutils-precedence.pth,file,D:\PycharmProjects\venv\Lib\site-packages,151
D:\PycharmProjects\venv\Lib\site-packages\pip-22.3.1.virtualenv,file,D:\PycharmProjects\venv\Lib\site-packages,0
D:\PycharmProjects\venv\Lib\site-packages\setuptools-65.5.1.virtualenv,file,D:\PycharmProjects\venv\Lib\site-packages,0
D:\PycharmProjects\venv\Lib\site-packages\wheel-0.38.4.virtualenv,file,D:\PycharmProjects\venv\Lib\site-packages,0
D:\PycharmProjects\venv\Lib\site-packages\_virtualenv.pth,file,D:\PycharmProjects\venv\Lib\site-packages,18
D:\PycharmProjects\venv\Lib\site-packages\_virtualenv.py,file,D:\PycharmProjects\venv\Lib\site-packages,5770
D:\PycharmProjects\venv\Lib\site-packages\cowsay,directory,D:\PycharmProjects\venv\Lib\site-packages,57026
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,directory,D:\PycharmProjects\venv\Lib\site-packages,46918
D:\PycharmProjects\venv\Lib\site-packages\numpy,directory,D:\PycharmProjects\venv\Lib\site-packages,370759
D:\PycharmProjects\venv\Lib\site-packages\numpy-1.25.2.dist-info,directory,D:\PycharmProjects\venv\Lib\site-packages,167005
D:\PycharmProjects\venv\Lib\site-packages\pip,directory,D:\PycharmProjects\venv\Lib\site-packages,3285
D:\PycharmProjects\venv\Lib\site-packages\pip-22.3.1.dist-info,directory,D:\PycharmProjects\venv\Lib\site-packages,76670
D:\PycharmProjects\venv\Lib\site-packages\pkg_resources,directory,D:\PycharmProjects\venv\Lib\site-packages,108568
D:\PycharmProjects\venv\Lib\site-packages\setuptools,directory,D:\PycharmProjects\venv\Lib\site-packages,942966
D:\PycharmProjects\venv\Lib\site-packages\setuptools-65.5.1.dist-info,directory,D:\PycharmProjects\venv\Lib\site-packages,45895
D:\PycharmProjects\venv\Lib\site-packages\wheel,directory,D:\PycharmProjects\venv\Lib\site-packages,48582
D:\PycharmProjects\venv\Lib\site-packages\wheel-0.38.4.dist-info,directory,D:\PycharmProjects\venv\Lib\site-packages,6262
D:\PycharmProjects\venv\Lib\site-packages\_distutils_hack,directory,D:\PycharmProjects\venv\Lib\site-packages,6172
D:\PycharmProjects\venv\Lib\site-packages\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages,6900
D:\PycharmProjects\venv\Lib\site-packages\cowsay\characters.py,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay,11983
D:\PycharmProjects\venv\Lib\site-packages\cowsay\main.py,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay,3004
D:\PycharmProjects\venv\Lib\site-packages\cowsay\test.py,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay,41583
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay,390
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__main__.py,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay,66
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\cowsay,64095
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__\characters.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__,12058
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__\main.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__,6417
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__\test.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__,44428
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__,891
D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__\__main__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay\__pycache__,301
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\entry_points.txt,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,43
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\INSTALLER,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,4
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\LICENSE.txt,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,35823
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\METADATA,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,9601
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\RECORD,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,1330
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\REQUESTED,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,0
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\top_level.txt,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,7
D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info\WHEEL,file,D:\PycharmProjects\venv\Lib\site-packages\cowsay-5.0.dist-info,110
D:\PycharmProjects\venv\Lib\site-packages\numpy\conftest.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,4761
D:\PycharmProjects\venv\Lib\site-packages\numpy\ctypeslib.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,17792
D:\PycharmProjects\venv\Lib\site-packages\numpy\ctypeslib.pyi,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,8223
D:\PycharmProjects\venv\Lib\site-packages\numpy\dtypes.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,2306
D:\PycharmProjects\venv\Lib\site-packages\numpy\dtypes.pyi,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,1358
D:\PycharmProjects\venv\Lib\site-packages\numpy\exceptions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,7570
D:\PycharmProjects\venv\Lib\site-packages\numpy\exceptions.pyi,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,618
D:\PycharmProjects\venv\Lib\site-packages\numpy\LICENSE.txt,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,48809
D:\PycharmProjects\venv\Lib\site-packages\numpy\matlib.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,10843
D:\PycharmProjects\venv\Lib\site-packages\numpy\py.typed,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,0
D:\PycharmProjects\venv\Lib\site-packages\numpy\setup.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,1170
D:\PycharmProjects\venv\Lib\site-packages\numpy\version.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,646
D:\PycharmProjects\venv\Lib\site-packages\numpy\_distributor_init.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,1247
D:\PycharmProjects\venv\Lib\site-packages\numpy\_globals.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,3189
D:\PycharmProjects\venv\Lib\site-packages\numpy\_pytesttester.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,6874
D:\PycharmProjects\venv\Lib\site-packages\numpy\_pytesttester.pyi,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,507
D:\PycharmProjects\venv\Lib\site-packages\numpy\_version.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,519
D:\PycharmProjects\venv\Lib\site-packages\numpy\__config__.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,5250
D:\PycharmProjects\venv\Lib\site-packages\numpy\__init__.cython-30.pxd,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,37723
D:\PycharmProjects\venv\Lib\site-packages\numpy\__init__.pxd,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,36057
D:\PycharmProjects\venv\Lib\site-packages\numpy\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,17173
D:\PycharmProjects\venv\Lib\site-packages\numpy\__init__.pyi,file,D:\PycharmProjects\venv\Lib\site-packages\numpy,158124
D:\PycharmProjects\venv\Lib\site-packages\numpy\.libs,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,38166567
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,140298
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,4790
D:\PycharmProjects\venv\Lib\site-packages\numpy\core,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,5699369
D:\PycharmProjects\venv\Lib\site-packages\numpy\distutils,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,478656
D:\PycharmProjects\venv\Lib\site-packages\numpy\doc,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,15595
D:\PycharmProjects\venv\Lib\site-packages\numpy\f2py,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,466852
D:\PycharmProjects\venv\Lib\site-packages\numpy\fft,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,185730
D:\PycharmProjects\venv\Lib\site-packages\numpy\lib,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,992644
D:\PycharmProjects\venv\Lib\site-packages\numpy\linalg,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,232844
D:\PycharmProjects\venv\Lib\site-packages\numpy\ma,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,435453
D:\PycharmProjects\venv\Lib\site-packages\numpy\matrixlib,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,33195
D:\PycharmProjects\venv\Lib\site-packages\numpy\polynomial,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,412657
D:\PycharmProjects\venv\Lib\site-packages\numpy\random,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,2073668
D:\PycharmProjects\venv\Lib\site-packages\numpy\testing,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,11657
D:\PycharmProjects\venv\Lib\site-packages\numpy\tests,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,42772
D:\PycharmProjects\venv\Lib\site-packages\numpy\typing,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,12470
D:\PycharmProjects\venv\Lib\site-packages\numpy\_pyinstaller,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,3791
D:\PycharmProjects\venv\Lib\site-packages\numpy\_typing,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,57732
D:\PycharmProjects\venv\Lib\site-packages\numpy\_utils,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,22898
D:\PycharmProjects\venv\Lib\site-packages\numpy\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy,91086
D:\PycharmProjects\venv\Lib\site-packages\numpy\.libs\libopenblas64__v0.3.23-246-g3d31191b-gcc_10_3_0.dll,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\.libs,38166567
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\linalg.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,18682
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\setup.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,353
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_array_object.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,44868
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_constants.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,72
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_creation_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,10401
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_data_type_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,6485
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_dtypes.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,5003
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_elementwise_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,26757
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_indexing_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,735
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_manipulation_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,3429
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_searching_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,1766
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_set_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,3054
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_sorting_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,2085
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_statistical_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,3706
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_typing.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,1299
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\_utility_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,861
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,10742
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,31515
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api,170077
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_array_object.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,17430
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_creation_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,5165
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_data_type_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,1049
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_elementwise_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,3914
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_indexing_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,651
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_manipulation_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,1124
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_set_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,565
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_sorting_functions.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,625
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\test_validation.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,703
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,289
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests,65826
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_array_object.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,32659
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_creation_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,16123
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_data_type_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,2367
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_elementwise_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,5143
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_indexing_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,1316
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_manipulation_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,3095
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_set_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,1302
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_sorting_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,1272
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\test_validation.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,2065
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\tests\__pycache__,484
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\linalg.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,22175
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\setup.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,747
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_array_object.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,48866
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_constants.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,308
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_creation_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,13218
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_data_type_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,8999
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_dtypes.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,4376
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_elementwise_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,35449
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_indexing_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,1373
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_manipulation_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,5218
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_searching_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,3162
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_set_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,3583
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_sorting_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,2357
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_statistical_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,4622
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_typing.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,2543
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\_utility_functions.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,1493
D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\array_api\__pycache__,11588
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\py3k.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat,3978
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\setup.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat,345
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat,467
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat,601
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat,8120
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\test_compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests,601
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests,0
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests,2176
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\__pycache__\test_compat.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\__pycache__,1995
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\tests\__pycache__,181
D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\__pycache__\py3k.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\numpy\compat\__pycache__,6543
